Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Churn,Churn_Probability
13815.0,42,4,3448.38,3,4,5,345,Loyal,0,0.0184
13818.0,65,1,61.28,3,1,1,311,Potential,0,0.4701
13819.0,305,3,1502.0,1,3,4,134,Lost,1,0.5442
13820.0,54,3,652.75,3,3,3,333,Loyal,0,0.3855
13821.0,29,4,993.44,4,4,4,444,Champion,0,0.157
13823.0,16,5,2445.79,4,4,5,445,Champion,0,0.0723
13824.0,15,7,1615.82,5,5,4,554,Champion,0,0.0323
13825.0,257,2,255.59,1,2,2,122,Lost,1,0.6731
13829.0,57,1,102.0,3,1,1,311,Potential,0,0.6141
13830.0,217,1,156.85,1,1,1,111,Lost,1,0.6612
13831.0,5,13,4795.09,5,5,5,555,Champion,0,0.0285
13832.0,58,1,557.69,3,1,3,313,Potential,0,0.5073
13833.0,40,1,316.56,3,1,2,312,Potential,0,0.484
13834.0,212,2,324.19,1,2,2,122,Lost,1,0.4751
13835.0,155,3,260.7,2,3,2,232,At Risk,1,0.2415
13836.0,35,2,620.37,4,2,3,423,Potential,0,0.3326
13838.0,5,7,1245.91,5,5,4,554,Champion,0,0.0171
13839.0,122,1,139.95,2,1,1,211,At Risk,1,0.6243
13840.0,52,1,651.4,3,1,3,313,Potential,0,0.4451
13842.0,2,10,2244.29,5,5,5,555,Champion,0,0.021
13843.0,17,1,319.75,4,1,2,412,Potential,0,0.5704
13846.0,35,1,442.73,4,1,2,412,Potential,0,0.4133
13847.0,355,1,310.72,1,1,2,112,Lost,1,0.5734
13848.0,2,6,2080.0,5,4,4,544,Champion,0,0.029
13849.0,33,3,1931.35,4,3,4,434,Loyal,0,0.0387
13851.0,15,5,1955.0,5,4,4,544,Champion,0,0.196
13852.0,246,1,187.35,1,1,1,111,Lost,1,0.5495
13854.0,1,15,4144.44,5,5,5,555,Champion,0,0.0033
13855.0,136,4,1310.34,2,4,4,244,At Risk,1,0.2513
13856.0,99,8,753.53,2,5,3,253,At Risk,1,0.7204
13857.0,29,6,1001.01,4,4,4,444,Champion,0,0.1452
13859.0,165,1,314.7,2,1,2,212,At Risk,1,0.484
13861.0,65,2,273.26,3,2,2,322,Potential,0,0.5289
13862.0,25,1,346.73,4,1,2,412,Potential,0,0.5434
13863.0,101,3,933.77,2,3,3,233,At Risk,1,0.4064
13864.0,22,1,662.4,4,1,3,413,Potential,0,0.4451
13869.0,17,6,4913.22,4,4,5,445,Champion,0,0.0025
13870.0,23,7,2941.14,4,5,5,455,Champion,0,0.2605
13871.0,64,4,1482.6,3,4,4,344,Loyal,0,0.2037
13872.0,163,3,919.57,2,3,3,233,At Risk,1,0.4064
13873.0,19,5,649.32,4,4,3,443,Champion,0,0.1448
13874.0,140,6,1508.7,2,4,4,244,At Risk,1,0.0674
13875.0,23,9,3027.58,4,5,5,455,Champion,0,0.005
13877.0,106,2,332.44,2,2,2,222,At Risk,1,0.2761
13878.0,183,3,1145.33,1,3,4,134,Lost,1,0.3541
13879.0,281,1,395.5,1,1,2,112,Lost,1,0.5977
13880.0,3,5,1171.89,5,4,4,544,Champion,0,0.0782
13881.0,11,23,28019.58,5,5,5,555,Champion,0,0.0088
13883.0,39,10,3885.54,3,5,5,355,Loyal,0,0.0023
13884.0,12,5,1037.43,5,4,4,544,Champion,0,0.0951
13888.0,40,5,1405.92,3,4,4,344,Loyal,0,0.107
13889.0,18,5,1574.33,4,4,4,444,Champion,0,0.2848
13890.0,10,4,1043.57,5,4,4,544,Champion,0,0.1141
13891.0,14,3,859.21,5,3,3,533,Loyal,0,0.205
13892.0,113,2,634.68,2,2,3,223,At Risk,1,0.3326
13895.0,151,2,1415.45,2,2,4,224,At Risk,1,0.487
13896.0,261,1,388.55,1,1,2,112,Lost,1,0.8389
13897.0,74,2,849.56,2,2,3,223,At Risk,0,0.2805
13898.0,47,1,530.47,3,1,3,313,Potential,0,0.289
13900.0,25,3,869.64,4,3,3,433,Loyal,0,0.205
13901.0,10,10,2809.14,5,5,5,555,Champion,0,0.009
13902.0,268,5,34095.26,1,4,5,145,Lost,1,0.7382
13903.0,36,1,165.45,4,1,1,411,Potential,0,0.5268
13905.0,368,1,312.65,1,1,2,112,Lost,1,0.5734
13906.0,45,1,42.0,3,1,1,311,Potential,0,0.758
13907.0,327,1,136.8,1,1,1,111,Lost,1,0.6243
13909.0,59,2,282.85,3,2,2,322,Potential,0,0.4963
13911.0,15,11,1654.08,5,5,4,554,Champion,0,0.0403
13912.0,59,1,124.95,3,1,1,311,Potential,0,0.6307
13913.0,142,1,42.22,2,1,1,211,At Risk,1,0.758
13915.0,30,1,70.8,4,1,1,411,Potential,0,0.346
13916.0,99,4,1275.81,2,4,4,244,At Risk,1,0.089
13919.0,60,2,975.87,3,2,3,323,Potential,0,0.2686
13920.0,67,4,1774.68,3,4,4,344,Loyal,0,0.1021
13921.0,38,4,730.7,3,4,3,343,Loyal,0,0.2091
13922.0,73,2,692.95,2,2,3,223,At Risk,0,0.2851
13927.0,73,1,359.27,2,1,2,212,At Risk,0,0.5848
13929.0,52,9,2651.45,3,5,5,355,Loyal,0,0.0037
13931.0,28,9,4019.85,4,5,5,455,Champion,0,0.0273
13935.0,232,3,6116.92,1,3,5,135,Lost,1,0.3217
13936.0,18,2,563.08,4,2,3,423,Potential,0,0.4256
13937.0,38,1,721.28,3,1,3,313,Potential,0,0.5302
13939.0,67,4,992.41,3,4,4,344,Loyal,0,0.157
13941.0,8,11,6009.34,5,5,5,555,Champion,0,0.002
13942.0,170,1,320.0,2,1,2,212,At Risk,1,0.5704
13943.0,213,1,246.54,1,1,1,111,Lost,1,0.5527
13944.0,289,1,200.43,1,1,1,111,Lost,1,0.5276
13945.0,30,2,854.15,4,2,3,423,Potential,0,0.1536
13946.0,12,3,1314.66,5,3,4,534,Loyal,0,0.0926
13948.0,47,3,446.76,3,3,2,332,Loyal,0,0.2566
13952.0,16,12,9572.45,4,5,5,455,Champion,0,0.0005
13953.0,45,5,3125.0,3,4,5,345,Loyal,0,0.4315
13955.0,11,1,221.11,5,1,1,511,Potential,0,0.5687
13957.0,53,3,458.25,3,3,2,332,Loyal,0,0.3665
13958.0,15,8,4709.23,5,5,5,555,Champion,0,0.0497
13959.0,35,3,470.73,4,3,2,432,Loyal,0,0.2955
13961.0,28,1,538.4,4,1,3,413,Potential,0,0.4416
13962.0,71,1,193.25,3,1,1,311,Potential,0,0.6053
13963.0,3,14,2347.33,5,5,5,555,Champion,0,0.1638
13964.0,23,2,438.9,4,2,2,422,Potential,0,0.3469
13965.0,112,3,996.61,2,3,4,234,At Risk,1,0.318
13966.0,71,1,384.26,3,1,2,312,Potential,0,0.3231
13967.0,32,1,85.6,4,1,1,411,Potential,0,0.5837
13968.0,59,1,123.66,3,1,1,311,Potential,0,0.6307
13969.0,1,18,4266.88,5,5,5,555,Champion,0,0.0627
13970.0,22,2,846.55,4,2,3,423,Potential,0,0.2805
13971.0,59,6,1909.31,3,4,4,344,Loyal,0,0.2029
13974.0,218,1,264.13,1,1,2,112,Lost,1,0.7205
13975.0,29,6,2795.16,4,4,5,445,Champion,0,0.0655
13976.0,142,3,834.38,2,3,3,233,At Risk,1,0.2419
13977.0,47,1,519.81,3,1,3,313,Potential,0,0.398
13979.0,29,6,2510.06,4,4,5,445,Champion,0,0.0077
13980.0,75,4,568.68,2,4,3,243,At Risk,0,0.2309
13981.0,51,1,331.14,3,1,2,312,Potential,0,0.4544
13982.0,1,6,2511.08,5,4,5,545,Champion,0,0.0077
13983.0,2,10,4479.82,5,5,5,555,Champion,0,0.0973
13984.0,2,8,1128.09,5,5,4,554,Champion,0,0.0506
13985.0,10,7,2960.73,5,5,5,555,Champion,0,0.2605
13987.0,15,2,682.54,5,2,3,523,Potential,0,0.2292
13988.0,19,2,609.84,4,2,3,423,Potential,0,0.2123
13989.0,100,3,759.98,2,3,3,233,At Risk,1,0.5242
13992.0,16,2,142.7,4,2,1,421,Potential,0,0.4228
13993.0,15,10,3309.35,5,5,5,555,Champion,0,0.0019
13995.0,15,9,2508.32,5,5,5,555,Champion,0,0.0015
13996.0,22,2,895.76,4,2,3,423,Potential,0,0.1221
13997.0,155,3,376.46,2,3,2,232,At Risk,1,0.4093
13998.0,82,3,566.7,2,3,3,233,At Risk,0,0.3832
13999.0,10,17,5600.45,5,5,5,555,Champion,0,0.0068
14000.0,50,4,1410.68,3,4,4,344,Loyal,0,0.1796
14001.0,9,7,2487.01,5,5,5,555,Champion,0,0.0057
14003.0,368,1,209.41,1,1,1,111,Lost,1,0.4791
14004.0,29,4,1675.81,4,4,4,444,Champion,0,0.335
14006.0,164,4,1234.48,2,4,4,244,At Risk,1,0.1477
14007.0,148,1,79.48,2,1,1,211,At Risk,1,0.5837
14008.0,68,1,509.04,3,1,3,313,Potential,0,0.398
14009.0,98,1,404.3,2,1,2,212,At Risk,1,0.6222
14010.0,201,2,445.15,1,2,2,122,Lost,1,0.3664
14011.0,116,2,457.82,2,2,2,222,At Risk,1,0.3669
14013.0,16,2,611.55,4,2,3,423,Potential,0,0.2123
14014.0,12,2,1443.03,5,2,4,524,Potential,0,0.5796
14016.0,32,7,7062.2,4,5,5,455,Champion,0,0.0051
14017.0,207,1,229.75,1,1,1,111,Lost,1,0.5251
14018.0,281,1,367.15,1,1,2,112,Lost,1,0.5795
14020.0,112,2,606.21,2,2,3,223,At Risk,1,0.2123
14021.0,10,4,1084.68,5,4,4,544,Champion,0,0.0902
14022.0,122,1,352.15,2,1,2,212,At Risk,1,0.483
14024.0,26,1,318.04,4,1,2,412,Potential,0,0.484
14025.0,100,8,4057.9,2,5,5,255,At Risk,1,0.3802
14026.0,106,2,713.11,2,2,3,223,At Risk,1,0.6707
14028.0,186,3,10396.5,1,3,5,135,Lost,1,0.8237
14030.0,2,14,5839.46,5,5,5,555,Champion,0,0.0007
14031.0,1,27,23632.72,5,5,5,555,Champion,0,0.0088
14032.0,2,6,1874.68,5,4,4,544,Champion,0,0.2029
14033.0,191,1,109.44,1,1,1,111,Lost,1,0.6141
14035.0,42,4,1366.73,3,4,4,344,Loyal,0,0.2796
14037.0,114,4,689.75,2,4,3,243,At Risk,1,0.34
14038.0,33,2,1509.5,4,2,4,424,Potential,0,0.3907
14039.0,211,1,115.08,1,1,1,111,Lost,1,0.6482
14040.0,22,23,8963.49,4,5,5,455,Champion,0,0.0009
14042.0,361,1,431.98,1,1,2,112,Lost,1,0.5097
14043.0,127,2,302.6,2,2,2,222,At Risk,1,0.3045
14044.0,54,6,2431.28,3,4,5,345,Loyal,0,0.0077
14045.0,9,13,9653.28,5,5,5,555,Champion,0,0.002
14047.0,8,10,2946.42,5,5,5,555,Champion,0,0.1428
14048.0,18,2,338.76,4,2,2,422,Potential,0,0.2712
14049.0,23,9,7444.68,4,5,5,455,Champion,0,0.0059
14051.0,2,15,6784.01,5,5,5,555,Champion,0,0.0006
14052.0,26,1,241.3,4,1,1,411,Potential,0,0.5107
14053.0,33,2,312.05,4,2,2,422,Potential,0,0.3409
14055.0,213,2,795.32,1,2,3,123,Lost,1,0.5259
14057.0,17,5,2135.0,4,4,4,444,Champion,0,0.1588
14058.0,98,2,469.19,2,2,2,222,At Risk,1,0.427
14060.0,2,13,3378.66,5,5,5,555,Champion,0,0.0075
14061.0,143,3,917.43,2,3,3,233,At Risk,1,0.4064
14062.0,10,12,15120.8,5,5,5,555,Champion,0,0.003
14063.0,74,9,22710.2,2,5,5,255,At Risk,0,0.0077
14064.0,66,10,1925.9,3,5,4,354,Loyal,0,0.041
14065.0,25,3,891.02,4,3,3,433,Loyal,0,0.1141
14068.0,239,3,1250.87,1,3,4,134,Lost,1,0.347
14069.0,150,2,225.81,2,2,1,221,At Risk,1,0.4099
14070.0,320,1,321.6,1,1,2,112,Lost,1,0.5704
14072.0,302,1,390.85,1,1,2,112,Lost,1,0.8389
14074.0,259,1,219.4,1,1,1,111,Lost,1,0.5821
14075.0,39,3,792.61,3,3,3,333,Loyal,0,0.4477
14077.0,31,1,115.66,4,1,1,411,Potential,0,0.6482
14078.0,9,4,640.34,5,4,3,543,Champion,0,0.34
14079.0,318,1,243.63,1,1,1,111,Lost,1,0.5107
14080.0,49,4,1070.08,3,4,4,344,Loyal,0,0.0702
14081.0,5,9,4369.47,5,5,5,555,Champion,0,0.0984
14082.0,28,1,231.11,4,1,1,411,Potential,0,0.5251
14083.0,7,3,373.3,5,3,2,532,Loyal,0,0.3781
14084.0,148,1,150.5,2,1,1,211,At Risk,1,0.5873
14085.0,4,16,5607.43,5,5,5,555,Champion,0,0.0009
14086.0,98,1,39.95,2,1,1,211,At Risk,1,0.758
14087.0,40,2,638.0,3,2,3,323,Potential,0,0.2851
14088.0,42,3,13544.99,3,3,5,335,Loyal,0,0.0576
14091.0,290,2,9530.08,1,2,5,125,Lost,1,0.9608
14092.0,10,10,3152.54,5,5,5,555,Champion,0,0.0019
14094.0,75,1,311.77,2,1,2,212,At Risk,0,0.5734
14095.0,358,1,2.95,1,1,1,111,Lost,1,0.8372
14097.0,117,2,422.86,2,2,2,222,At Risk,1,0.3868
14099.0,11,9,2646.74,5,5,5,555,Champion,0,0.0037
14101.0,24,7,3985.14,4,5,5,455,Champion,0,0.0042
14104.0,25,3,527.32,4,3,3,433,Loyal,0,0.0894
14105.0,44,4,4722.6,3,4,5,345,Loyal,0,0.019
14106.0,373,1,214.8,1,1,1,111,Lost,1,0.5196
14107.0,84,4,2174.07,2,4,5,245,At Risk,0,0.0585
14108.0,367,2,447.05,1,2,2,122,Lost,1,0.3664
14110.0,71,21,7304.8,3,5,5,355,Loyal,0,0.0025
14112.0,87,6,2919.44,2,4,5,245,At Risk,0,0.1148
14113.0,11,12,5252.19,5,5,5,555,Champion,0,0.0027
14114.0,31,5,977.56,4,4,3,443,Champion,0,0.078
14115.0,137,2,622.67,2,2,3,223,At Risk,1,0.3326
14118.0,64,1,458.45,3,1,2,312,Potential,0,0.3148
14119.0,11,2,183.37,5,2,1,521,Potential,0,0.6906
14122.0,42,3,362.42,3,3,2,332,Loyal,0,0.2852
14123.0,369,1,436.18,1,1,2,112,Lost,1,0.4133
14126.0,80,1,466.33,2,1,2,212,At Risk,0,0.303
14127.0,16,3,1190.37,4,3,4,434,Loyal,0,0.2426
14128.0,187,1,286.71,1,1,2,112,Lost,1,0.6063
14129.0,35,4,1467.48,4,4,4,444,Champion,0,0.2037
14130.0,11,3,1377.86,5,3,4,534,Loyal,0,0.1854
14131.0,284,1,168.22,1,1,1,111,Lost,1,0.5711
14133.0,369,1,305.5,1,1,2,112,Lost,1,0.4817
14134.0,18,15,11123.35,4,5,5,455,Champion,0,0.0002
14135.0,3,11,4953.61,5,5,5,555,Champion,0,0.014
14136.0,36,5,1570.81,4,4,4,444,Champion,0,0.0729
14137.0,331,1,332.7,1,1,2,112,Lost,1,0.368
14139.0,126,3,670.98,2,3,3,233,At Risk,1,0.1186
14142.0,9,2,671.34,5,2,3,523,Potential,0,0.2292
14144.0,122,1,30.6,2,1,1,211,At Risk,1,0.7116
14145.0,95,3,3857.85,2,3,5,235,At Risk,1,0.4241
14146.0,19,7,5259.3,4,5,5,455,Champion,0,0.0072
14147.0,24,7,2106.8,4,5,4,454,Champion,0,0.0225
14148.0,50,1,309.09,3,1,2,312,Potential,0,0.484
14151.0,309,2,679.45,1,2,3,123,Lost,1,0.2292
14152.0,23,5,1376.05,4,4,4,444,Champion,0,0.1919
14153.0,119,1,233.4,2,1,1,211,At Risk,1,0.4841
14154.0,17,6,5115.08,4,4,5,445,Champion,0,0.0027
14156.0,7,102,196549.74,5,5,5,555,Champion,0,0.0192
14157.0,25,3,553.8,4,3,3,433,Loyal,0,0.3057
14159.0,15,9,3230.45,5,5,5,555,Champion,0,0.0014
14160.0,246,7,8421.47,1,5,5,155,Lost,1,0.0507
14161.0,5,5,2182.46,5,4,5,545,Champion,0,0.077
14163.0,98,1,148.71,2,1,1,211,At Risk,1,0.5873
14166.0,141,2,251.15,2,2,2,222,At Risk,1,0.3144
14167.0,100,4,711.7,2,4,3,243,At Risk,1,0.3383
14168.0,56,2,370.45,3,2,2,322,Potential,0,0.4252
14169.0,66,2,621.51,3,2,3,323,Potential,0,0.3326
14170.0,11,3,570.18,5,3,3,533,Loyal,0,0.3832
14171.0,366,1,135.0,1,1,1,111,Lost,1,0.6718
14172.0,241,3,369.02,1,3,2,132,Lost,1,0.3781
14173.0,277,2,135.16,1,2,1,121,Lost,1,0.5272
14175.0,54,5,4456.58,3,4,5,345,Loyal,0,0.02
14176.0,3,2,339.11,5,2,2,522,Potential,0,0.2712
14177.0,17,9,1660.23,4,5,4,454,Champion,0,0.0407
14180.0,8,9,1570.73,5,5,4,554,Champion,0,0.0182
14181.0,46,2,308.35,3,2,2,322,Potential,0,0.2908
14182.0,79,4,678.77,2,4,3,243,At Risk,0,0.1058
14183.0,47,2,278.34,3,2,2,322,Potential,0,0.4963
14186.0,63,5,1550.63,3,4,4,344,Loyal,0,0.0911
14187.0,109,1,123.5,2,1,1,211,At Risk,1,0.6307
14189.0,4,2,1160.31,5,2,4,524,Potential,0,0.4985
14190.0,302,1,79.9,1,1,1,111,Lost,1,0.5837
14191.0,30,2,132.9,4,2,1,421,Potential,0,0.5272
14192.0,24,1,293.74,4,1,2,412,Potential,0,0.6063
14193.0,32,1,356.8,4,1,2,412,Potential,0,0.5848
14194.0,28,15,7321.07,4,5,5,455,Champion,0,0.0008
14195.0,75,4,1603.6,2,4,4,244,At Risk,0,0.2231
14197.0,46,1,390.05,3,1,2,312,Potential,0,0.8389
14198.0,36,5,868.33,4,4,3,443,Champion,0,0.2142
14199.0,59,3,906.3,3,3,3,333,Loyal,0,0.2415
14200.0,253,1,379.2,1,1,2,112,Lost,1,0.611
14201.0,45,3,446.1,3,3,2,332,Loyal,0,0.2566
14202.0,17,3,847.76,4,3,3,433,Loyal,0,0.2144
14203.0,33,1,339.34,4,1,2,412,Potential,0,0.5131
14204.0,58,3,874.22,3,3,3,333,Loyal,0,0.205
14205.0,30,7,1947.5,4,5,4,454,Champion,0,0.4115
14206.0,24,2,856.85,4,2,3,423,Potential,0,0.1536
14207.0,323,1,157.8,1,1,1,111,Lost,1,0.6612
14208.0,187,1,415.31,1,1,2,112,Lost,1,0.387
14209.0,21,9,2919.84,4,5,5,455,Champion,0,0.1109
14210.0,7,11,3955.68,5,5,5,555,Champion,0,0.0014
14211.0,47,9,2161.19,3,5,5,355,Loyal,0,0.0107
14212.0,81,1,1119.66,2,1,4,214,At Risk,0,0.2562
14213.0,40,1,1192.2,3,1,4,314,Potential,0,0.5527
14215.0,4,4,1626.61,5,4,4,544,Champion,0,0.2673
14216.0,50,1,310.74,3,1,2,312,Potential,0,0.5734
14217.0,2,7,1411.91,5,5,4,554,Champion,0,0.0848
14219.0,45,2,543.89,3,2,3,323,Potential,0,0.1541
14220.0,203,2,882.6,1,2,3,123,Lost,1,0.3697
14221.0,85,8,3084.69,2,5,5,255,At Risk,0,0.0188
14224.0,26,5,831.98,4,4,3,443,Champion,0,0.278
14225.0,70,4,2031.07,3,4,4,344,Loyal,0,0.0578
14226.0,77,1,770.34,2,1,3,213,At Risk,0,0.3569
14227.0,50,5,3017.75,3,4,5,345,Loyal,0,0.2964
14228.0,73,3,745.5,2,3,3,233,At Risk,0,0.2856
14229.0,39,4,1046.84,3,4,4,344,Loyal,0,0.1141
14230.0,71,3,979.8,3,3,3,333,Loyal,0,0.318
14231.0,86,1,309.91,2,1,2,212,At Risk,0,0.484
14233.0,101,3,1441.55,2,3,4,234,At Risk,1,0.5781
14235.0,134,4,1573.13,2,4,4,244,At Risk,1,0.1593
14236.0,8,4,1253.78,5,4,4,544,Champion,0,0.089
14237.0,9,2,471.14,5,2,2,522,Potential,0,0.427
14238.0,298,2,287.38,1,2,2,122,Lost,1,0.397
14239.0,67,10,1882.32,3,5,4,354,Loyal,0,0.0526
14240.0,59,1,357.15,3,1,2,312,Potential,0,0.5848
14241.0,332,1,120.0,1,1,1,111,Lost,1,0.6482
14243.0,1,8,4842.28,5,5,5,555,Champion,0,0.0562
14244.0,296,1,366.42,1,1,2,112,Lost,1,0.4786
14247.0,40,4,616.79,3,4,3,343,Loyal,0,0.1829
14248.0,95,2,730.37,2,2,3,223,At Risk,1,0.4151
14249.0,46,12,5400.46,3,5,5,355,Loyal,0,0.0077
14252.0,17,1,350.99,4,1,2,412,Potential,0,0.483
14253.0,129,2,363.4,2,2,2,222,At Risk,1,0.3859
14254.0,68,1,601.03,3,1,3,313,Potential,0,0.69
14255.0,182,1,1000.63,1,1,4,114,Lost,1,0.4331
14256.0,127,3,1491.73,2,3,4,234,At Risk,1,0.4809
14257.0,16,4,2854.73,4,4,5,445,Champion,0,0.1686
14258.0,31,16,19381.36,4,5,5,455,Champion,0,0.0055
14260.0,107,3,824.28,2,3,3,233,At Risk,1,0.3453
14263.0,59,1,322.93,3,1,2,312,Potential,0,0.6813
14264.0,15,4,1183.39,5,4,4,544,Champion,0,0.1269
14265.0,100,2,843.17,2,2,3,223,At Risk,1,0.2805
14266.0,64,1,40.56,3,1,1,311,Potential,0,0.758
14268.0,106,1,354.85,2,1,2,212,At Risk,1,0.483
14269.0,75,1,295.73,2,1,2,212,At Risk,0,0.4622
14271.0,45,1,101.86,3,1,1,311,Potential,0,0.5292
14272.0,198,2,482.85,1,2,2,122,Lost,1,0.5736
14274.0,322,1,256.6,1,1,2,112,Lost,1,0.4525
14275.0,31,6,1189.38,4,4,4,444,Champion,0,0.0262
14276.0,43,4,982.94,3,4,3,343,Loyal,0,0.157
14277.0,47,6,13009.61,3,4,5,345,Loyal,0,0.0008
14278.0,45,1,205.83,3,1,1,311,Potential,0,0.4203
14279.0,156,2,191.86,2,2,1,221,At Risk,1,0.6086
14281.0,44,1,245.15,3,1,1,311,Potential,0,0.5527
14282.0,3,11,4120.32,5,5,5,555,Champion,0,0.0089
14283.0,99,4,628.44,2,4,3,243,At Risk,1,0.3478
14284.0,289,1,704.4,1,1,3,113,Lost,1,0.747
14285.0,149,4,1374.41,2,4,4,244,At Risk,1,0.2796
14286.0,40,4,3851.01,3,4,5,345,Loyal,0,0.0588
14290.0,49,3,2201.91,3,3,5,335,Loyal,0,0.1089
14291.0,16,12,4020.85,4,5,5,455,Champion,0,0.0035
14292.0,46,7,4354.32,3,5,5,355,Loyal,0,0.0347
14293.0,4,6,2221.37,5,4,5,545,Champion,0,0.0845
14294.0,43,1,375.34,3,1,2,312,Potential,0,0.611
14295.0,74,4,2196.71,2,4,5,245,At Risk,0,0.0585
14296.0,57,2,456.4,3,2,2,322,Potential,0,0.3664
14298.0,11,38,39667.19,5,5,5,555,Champion,0,0.0192
14299.0,1,19,10533.87,5,5,5,555,Champion,0,0.0006
14301.0,52,3,1352.04,3,3,4,334,Loyal,0,0.0926
14302.0,66,3,742.9,3,3,3,333,Loyal,0,0.2856
14303.0,43,2,277.94,3,2,2,322,Potential,0,0.4963
14304.0,15,2,1341.56,5,2,4,524,Potential,0,0.0798
14306.0,14,4,1058.08,5,4,4,544,Champion,0,0.0702
14307.0,9,5,2075.31,5,4,4,544,Champion,0,0.0472
14308.0,185,2,1147.02,1,2,4,124,Lost,1,0.4985
14309.0,49,2,1428.28,3,2,4,324,Potential,0,0.487
14310.0,68,1,492.1,3,1,2,312,Potential,0,0.4498
14311.0,203,1,206.19,1,1,1,111,Lost,1,0.4203
14312.0,14,5,1478.7,5,4,4,544,Champion,0,0.1228
14314.0,66,1,109.8,3,1,1,311,Potential,0,0.6141
14315.0,200,2,716.69,1,2,3,123,Lost,1,0.4377
14316.0,58,5,1370.34,3,4,4,344,Loyal,0,0.1919
14318.0,96,1,158.02,2,1,1,211,At Risk,1,0.6612
14319.0,60,1,494.85,3,1,2,312,Potential,0,0.4498
14320.0,182,3,868.96,1,3,3,133,Lost,1,0.205
14321.0,67,2,687.31,3,2,3,323,Potential,0,0.2292
14322.0,65,4,474.1,3,4,2,342,Loyal,0,0.2256
14324.0,45,2,701.61,3,2,3,323,Potential,0,0.2851
14325.0,205,1,245.48,1,1,1,111,Lost,1,0.5527
14326.0,99,2,757.13,2,2,3,223,At Risk,1,0.6162
14327.0,18,5,1583.28,4,4,4,444,Champion,0,0.2848
14328.0,74,1,445.05,2,1,2,212,At Risk,0,0.4311
14329.0,11,8,4912.38,5,5,5,555,Champion,0,0.0562
14330.0,259,1,200.63,1,1,1,111,Lost,1,0.5276
14332.0,17,2,1077.2,4,2,4,424,Potential,0,0.3294
14334.0,61,4,1766.27,3,4,4,344,Loyal,0,0.1316
14338.0,172,1,339.88,2,1,2,212,At Risk,1,0.5131
14339.0,64,1,310.75,3,1,2,312,Potential,0,0.5734
14341.0,56,10,2285.04,3,5,5,355,Loyal,0,0.1624
14342.0,68,2,249.88,3,2,1,321,Potential,0,0.3144
14343.0,57,4,1079.66,3,4,4,344,Loyal,0,0.0702
14344.0,3,14,2443.77,5,5,5,555,Champion,0,0.001
14346.0,61,3,1294.17,3,3,4,334,Loyal,0,0.1302
14347.0,372,1,82.6,1,1,1,111,Lost,1,0.5837
14350.0,16,2,689.1,4,2,3,423,Potential,0,0.2292
14353.0,46,2,285.9,3,2,2,322,Potential,0,0.5156
14355.0,1,3,840.05,5,3,3,533,Loyal,0,0.2419
14358.0,25,2,400.06,4,2,2,422,Potential,0,0.3873
14361.0,214,1,214.71,1,1,1,111,Lost,1,0.5196
14363.0,38,2,227.47,3,2,1,321,Potential,0,0.3334
14365.0,30,2,634.68,4,2,3,423,Potential,0,0.3326
14366.0,161,1,136.0,2,1,1,211,At Risk,1,0.6243
14369.0,278,2,469.13,1,2,2,122,Lost,1,0.427
14370.0,86,6,1175.78,2,4,4,244,At Risk,0,0.0262
14372.0,79,2,860.08,2,2,3,223,At Risk,0,0.1536
14374.0,177,1,108.0,1,1,1,111,Lost,1,0.6141
14375.0,86,2,871.26,2,2,3,223,At Risk,0,0.1536
14376.0,319,1,215.46,1,1,1,111,Lost,1,0.5821
14378.0,257,1,131.25,1,1,1,111,Lost,1,0.8276
14379.0,29,2,917.06,4,2,3,423,Potential,0,0.3227
14380.0,318,1,48.96,1,1,1,111,Lost,1,0.758
14381.0,87,1,423.26,2,1,2,212,At Risk,0,0.4836
14382.0,26,1,578.14,4,1,3,413,Potential,0,0.69
14384.0,136,1,58.5,2,1,1,211,At Risk,1,0.4701
14388.0,8,9,3488.16,5,5,5,555,Champion,0,0.0014
14389.0,60,3,854.55,3,3,3,333,Loyal,0,0.205
14390.0,8,5,1731.16,5,4,4,544,Champion,0,0.0634
14391.0,212,1,135.6,1,1,1,111,Lost,1,0.6718
14392.0,68,1,266.4,3,1,2,312,Potential,0,0.7205
14394.0,200,1,93.8,1,1,1,111,Lost,1,0.6127
14395.0,8,12,4630.7,5,5,5,555,Champion,0,0.003
14396.0,7,6,1591.74,5,4,4,544,Champion,0,0.2866
14398.0,37,2,707.79,3,2,3,323,Potential,0,0.6707
14399.0,30,8,2108.21,4,5,4,454,Champion,0,0.0162
14400.0,44,2,1157.77,3,2,4,324,Potential,0,0.4985
14401.0,60,9,2744.42,3,5,5,355,Loyal,0,0.0125
14402.0,288,1,285.6,1,1,2,112,Lost,1,0.6316
14403.0,225,2,404.7,1,2,2,122,Lost,1,0.4348
14404.0,5,8,1404.04,5,5,4,554,Champion,0,0.2344
14405.0,22,1,195.0,4,1,1,411,Potential,0,0.5484
14408.0,107,4,1503.24,2,4,4,244,At Risk,1,0.248
14409.0,4,5,1696.64,5,4,4,544,Champion,0,0.0956
14410.0,12,2,1531.63,5,2,4,524,Potential,0,0.2965
14412.0,60,1,656.16,3,1,3,313,Potential,0,0.4451
14413.0,46,3,643.47,3,3,3,333,Loyal,0,0.3578
